日付,証明番号,ゲーム,カード番号,キャラ名,セット,仕入値,出品数,全体中央値,TOP中央値,目標価格,損益分岐,乖離率,判定,出品価格
2026-05-27,154600959,One Piece Card Game,064,Alvida Box Topper,Romance Dawn,10000,6,189.00,189.00,141.98,101.49,-25%,薄商い,141.98
2026-05-27,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,38,150.20,159.99,275.98,203.03,84%,⚠️乖離大,275.98
2026-05-27,149657853,One Piece Card Game,039,Rebecca,Kingdoms of Intrigue,21800,40,237.59,213.40,273.98,201.34,15%,適正,273.98
2026-05-27,86413487,One Piece Card Game,017,Nico Robin Premium Card Coll -Film Red-,Premium Card Collection -One Piece Film Red-,15000,12,275.00,275.00,198.98,143.82,-28%,市場高,198.98
2026-05-27,147452584,One Piece Card Game,034,Monkey D. Luffy,The Azure Sea's Seven,12999,4,129.16,,177.98,126.89,38%,薄商い,177.98
2026-05-27,145253668,One Piece Card Game,100,Jewelry Bonney,Carrying On His Will,12000,21,100.00,99.99,165.98,118.44,66%,⚠️乖離大,165.98
2026-05-27,154600959,One Piece Card Game,064,Alvida Box Topper,Romance Dawn,10000,6,189.00,189.00,141.98,101.52,-25%,薄商い,141.98
2026-05-27,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,38,150.20,159.99,275.98,203.03,84%,⚠️乖離大,275.98
2026-05-27,146282821,One Piece Card Game,073,Trafalgar Law,Legacy of the Master,15000,8,150.00,168.40,198.98,143.82,33%,薄商い,198.98
2026-05-27,143402937,One Piece Card Game,001,Uta,Premium Booster -One Piece Card the Best- Storage Box Set,12900,13,1399.95,1399.95,176.98,126.05,-87%,市場高,176.98
2026-05-27,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,38,150.20,159.99,275.98,203.03,84%,⚠️乖離大,275.98
2026-05-27,146282821,One Piece Card Game,073,Trafalgar Law,Legacy of the Master,15000,8,150.00,168.40,198.98,143.82,33%,薄商い,198.98
2026-05-27,143402937,One Piece Card Game,001,Uta,Premium Booster -One Piece Card the Best- Storage Box Set,12900,13,1399.95,1399.95,176.98,126.05,-87%,市場高,176.98
2026-05-27,146303499,One Piece Card Game,006,Tony Tony Chopper,25th Anniversary Premium Card Collection,32222,24,3199.99,2626.70,381.98,289.51,-88%,市場高,381.98
2026-05-27,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,38,150.20,159.99,275.98,203.03,84%,⚠️乖離大,275.98
2026-05-27,156219827,One Piece Card Game,,Don!! Card,Adventure On Kami's Island,35000,790,65.00,65.00,409.98,313.01,531%,⚠️乖離大,409.98
2026-05-27,146282821,One Piece Card Game,073,Trafalgar Law,Legacy of the Master,15000,8,150.00,168.40,198.98,143.82,33%,薄商い,198.98
2026-05-27,143402937,One Piece Card Game,001,Uta,Premium Booster -One Piece Card the Best- Storage Box Set,12900,13,1399.95,1399.95,175.98,125.96,-87%,市場高,175.98
2026-05-27,146303499,One Piece Card Game,006,Tony Tony Chopper,25th Anniversary Premium Card Collection,32222,24,3199.99,2626.70,381.98,289.30,-88%,市場高,381.98
2026-05-27,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,39,150.20,159.99,275.98,202.88,84%,⚠️乖離大,275.98
2026-05-27,156219827,One Piece Card Game,,Don!! Card,Adventure On Kami's Island,34500,794,64.99,64.99,407.98,308.56,528%,⚠️乖離大,407.98
2026-05-27,146282821,One Piece Card Game,073,Trafalgar Law,Legacy of the Master,14500,9,145.39,168.40,195.98,139.49,35%,薄商い,195.98
2026-05-27,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,39,150.20,159.99,275.98,202.88,84%,⚠️乖離大,275.98
2026-05-27,156219827,One Piece Card Game,,Don!! Card,Adventure On Kami's Island,34500,794,64.99,64.99,407.98,308.56,528%,⚠️乖離大,407.98
2026-05-27,146160792,One Piece Card Game,,Don!! Card,Promo Cards,33000,794,64.99,64.99,390.98,295.88,502%,⚠️乖離大,390.98
2026-05-27,146617214,One Piece Card Game,002,Marco Weekly Shonen Jump-#8,Promo Cards,23000,13,84.99,84.99,286.98,211.34,238%,⚠️乖離大,286.98
2026-05-27,146280439,Pokemon,086,Drowzee Art,POKEMON JAPANESE SV1V-VIOLET EX,13000,82,110.00,110.00,177.98,126.81,62%,⚠️乖離大,177.98
2026-05-27,146280454,Pokemon,102,Articuno Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,11000,140,75.00,78.49,153.98,109.90,105%,⚠️乖離大,153.98
2026-05-27,144412656,Pokemon,103,Rocket's Wobbuffet Art,POKEMON JAPANESE SV10-GLORY OF TEAM ROCKET,8500,84,73.99,75.00,126.98,88.76,72%,⚠️乖離大,126.98
2026-05-27,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,39,150.20,159.99,275.98,202.83,84%,⚠️乖離大,275.98
2026-05-27,156219827,One Piece Card Game,,Don!! Card,Adventure On Kami's Island,34500,794,64.99,64.99,406.98,308.48,526%,⚠️乖離大,406.98
2026-05-27,146160792,One Piece Card Game,,Don!! Card,Promo Cards,33000,794,64.99,64.99,390.98,295.81,502%,⚠️乖離大,390.98
2026-05-27,146617214,One Piece Card Game,002,Marco Weekly Shonen Jump-#8,Promo Cards,23000,13,84.99,84.99,286.98,211.29,238%,⚠️乖離大,286.98
2026-05-27,146280439,Pokemon,086,Drowzee Art,POKEMON JAPANESE SV1V-VIOLET EX,13000,82,110.00,110.00,177.98,126.77,62%,⚠️乖離大,177.98
2026-05-27,146280454,Pokemon,102,Articuno Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,11000,140,75.00,78.49,152.98,109.87,104%,⚠️乖離大,152.98
2026-05-27,144412656,Pokemon,103,Rocket's Wobbuffet Art,POKEMON JAPANESE SV10-GLORY OF TEAM ROCKET,8500,84,73.99,75.00,126.98,88.74,72%,⚠️乖離大,126.98
2026-05-27,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,39,150.20,159.99,275.98,202.83,84%,⚠️乖離大,275.98
2026-05-27,156219827,One Piece Card Game,,Don!! Card,Adventure On Kami's Island,34500,794,64.99,64.99,406.98,308.48,526%,⚠️乖離大,406.98
2026-05-27,146160792,One Piece Card Game,,Don!! Card,Promo Cards,33000,794,64.99,64.99,390.98,295.81,502%,⚠️乖離大,390.98
2026-05-27,146617214,One Piece Card Game,002,Marco Weekly Shonen Jump-#8,Promo Cards,23000,13,84.99,84.99,286.98,211.29,238%,⚠️乖離大,286.98
2026-05-27,146280439,Pokemon,086,Drowzee Art,POKEMON JAPANESE SV1V-VIOLET EX,13000,82,110.00,110.00,177.98,126.77,62%,⚠️乖離大,177.98
2026-05-27,146280454,Pokemon,102,Articuno Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,11000,140,75.00,78.49,152.98,109.87,104%,⚠️乖離大,152.98
2026-05-27,144412656,Pokemon,103,Rocket's Wobbuffet Art,POKEMON JAPANESE SV10-GLORY OF TEAM ROCKET,8500,84,73.99,75.00,126.98,88.74,72%,⚠️乖離大,126.98
2026-05-28,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,40,154.24,159.99,274.98,202.60,78%,⚠️乖離大,274.98
2026-05-28,146160792,One Piece Card Game,,Don!! Card,Promo Cards,32500,792,65.00,65.00,384.98,291.25,492%,⚠️乖離大,384.98
2026-05-28,146617214,One Piece Card Game,002,Marco Weekly Shonen Jump-#8,Promo Cards,22500,13,84.99,84.99,280.98,206.83,231%,⚠️乖離大,280.98
2026-05-28,146280439,Pokemon,086,Drowzee Art,POKEMON JAPANESE SV1V-VIOLET EX,12500,83,109.99,109.99,170.98,122.41,55%,⚠️乖離大,170.98
2026-05-28,146280454,Pokemon,102,Articuno Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,10500,135,75.00,75.00,146.98,105.53,96%,⚠️乖離大,146.98
2026-05-28,144412656,Pokemon,103,Rocket's Wobbuffet Art,POKEMON JAPANESE SV10-GLORY OF TEAM ROCKET,8400,83,73.99,75.00,125.98,87.80,70%,⚠️乖離大,125.98
2026-05-28,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,41,154.24,159.99,274.98,202.66,78%,⚠️乖離大,274.98
2026-05-28,146160792,One Piece Card Game,,Don!! Card,Promo Cards,32500,792,64.99,65.00,384.98,291.34,492%,⚠️乖離大,384.98
2026-05-28,146617214,One Piece Card Game,002,Marco Weekly Shonen Jump-#8,Promo Cards,22500,13,84.99,84.99,280.98,206.89,231%,⚠️乖離大,280.98
2026-05-28,146280439,Pokemon,086,Drowzee Art,POKEMON JAPANESE SV1V-VIOLET EX,12500,83,109.99,109.99,170.98,122.45,55%,⚠️乖離大,170.98
2026-05-28,146280454,Pokemon,102,Articuno Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,10500,135,75.00,75.00,146.98,105.56,96%,⚠️乖離大,146.98
2026-05-28,144412656,Pokemon,103,Rocket's Wobbuffet Art,POKEMON JAPANESE SV10-GLORY OF TEAM ROCKET,8400,83,73.99,75.00,125.98,87.82,70%,⚠️乖離大,125.98
2026-05-28,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,41,154.24,159.99,274.98,202.56,78%,⚠️乖離大,274.98
2026-05-28,146160792,One Piece Card Game,,Don!! Card,Promo Cards,32500,786,65.00,65.00,384.98,291.20,492%,⚠️乖離大,384.98
2026-05-28,146617214,One Piece Card Game,002,Marco Weekly Shonen Jump-#8,Promo Cards,22500,13,84.99,84.99,280.98,206.79,231%,⚠️乖離大,280.98
2026-05-28,146280439,Pokemon,086,Drowzee Art,POKEMON JAPANESE SV1V-VIOLET EX,12500,83,109.99,109.99,170.98,122.39,55%,⚠️乖離大,170.98
2026-05-28,146280454,Pokemon,102,Articuno Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,10500,136,75.00,75.00,146.98,105.51,96%,⚠️乖離大,146.98
2026-05-28,144412656,Pokemon,103,Rocket's Wobbuffet Art,POKEMON JAPANESE SV10-GLORY OF TEAM ROCKET,8400,84,73.99,75.00,125.98,87.78,70%,⚠️乖離大,125.98
2026-05-28,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,41,154.24,159.99,274.98,202.56,78%,⚠️乖離大,274.98
2026-05-28,146160792,One Piece Card Game,,Don!! Card,Promo Cards,32500,788,64.99,65.00,384.98,291.20,492%,⚠️乖離大,384.98
2026-05-28,146617214,One Piece Card Game,002,Marco Weekly Shonen Jump-#8,Promo Cards,22500,13,84.99,84.99,280.98,206.79,231%,⚠️乖離大,280.98
2026-05-28,146280439,Pokemon,086,Drowzee Art,POKEMON JAPANESE SV1V-VIOLET EX,12500,83,109.99,109.99,170.98,122.39,55%,⚠️乖離大,170.98
2026-05-28,146280454,Pokemon,102,Articuno Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,10500,136,75.00,75.00,146.98,105.51,96%,⚠️乖離大,146.98
2026-05-28,144412656,Pokemon,103,Rocket's Wobbuffet Art,POKEMON JAPANESE SV10-GLORY OF TEAM ROCKET,8400,84,73.99,75.00,125.98,87.78,70%,⚠️乖離大,125.98
2026-05-28,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,41,154.24,159.99,274.98,202.56,78%,⚠️乖離大,274.98
2026-05-28,146160792,One Piece Card Game,,Don!! Card,Promo Cards,32500,786,64.99,65.00,384.98,291.20,492%,⚠️乖離大,384.98
2026-05-28,146617214,One Piece Card Game,002,Marco Weekly Shonen Jump-#8,Promo Cards,22500,13,84.99,84.99,280.98,206.79,231%,⚠️乖離大,280.98
2026-05-28,146280439,Pokemon,086,Drowzee Art,POKEMON JAPANESE SV1V-VIOLET EX,12500,86,109.99,109.99,170.98,122.39,55%,⚠️乖離大,170.98
2026-05-28,146280454,Pokemon,102,Articuno Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,10500,137,75.00,75.00,146.98,105.51,96%,⚠️乖離大,146.98
2026-05-28,144412656,Pokemon,103,Rocket's Wobbuffet Art,POKEMON JAPANESE SV10-GLORY OF TEAM ROCKET,8400,85,73.99,75.00,125.98,87.78,70%,⚠️乖離大,125.98
2026-05-28,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,43,155.00,159.99,274.98,202.65,77%,⚠️乖離大,274.98
2026-05-28,146160792,One Piece Card Game,,Don!! Card,Promo Cards,32500,783,64.99,65.00,384.98,291.33,492%,⚠️乖離大,384.98
2026-05-28,146617214,One Piece Card Game,002,Marco Weekly Shonen Jump-#8,Promo Cards,22500,13,84.99,84.99,280.98,206.89,231%,⚠️乖離大,280.98
2026-05-28,146280439,Pokemon,086,Drowzee Art,POKEMON JAPANESE SV1V-VIOLET EX,12500,84,109.99,110.00,170.98,122.44,55%,⚠️乖離大,170.98
2026-05-28,146280454,Pokemon,102,Articuno Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,10500,137,75.00,75.00,146.98,105.55,96%,⚠️乖離大,146.98
2026-05-28,144412656,Pokemon,103,Rocket's Wobbuffet Art,POKEMON JAPANESE SV10-GLORY OF TEAM ROCKET,8400,87,73.99,75.00,125.98,87.82,70%,⚠️乖離大,125.98
2026-05-28,91894036,One Piece Card Game,019,Jewelry Bonney,500 Years in the Future,21999,43,155.00,159.99,274.98,202.65,77%,⚠️乖離大,274.98
2026-05-28,146160792,One Piece Card Game,,Don!! Card,Promo Cards,32500,781,64.99,65.00,384.98,291.33,492%,⚠️乖離大,384.98
2026-05-28,146617214,One Piece Card Game,002,Marco Weekly Shonen Jump-#8,Promo Cards,22500,13,84.99,84.99,280.98,206.89,231%,⚠️乖離大,280.98
2026-05-28,143595918,Pokemon,126,Arceus V Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,8400,2,116.40,116.40,125.98,87.82,8%,薄商い,125.98
2026-05-28,146160803,One Piece Card Game,,Don!! Card,Carrying On His Will,15000,781,64.99,65.00,198.98,143.55,206%,⚠️乖離大,198.98
2026-05-28,145580816,Pokemon,224,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,19500,93,144.70,144.70,251.98,181.55,74%,⚠️乖離大,251.98
2026-05-28,145951800,One Piece Card Game,006,Stussy,Starter Deck ST29-Egghead,17500,3,185.00,195.40,227.98,164.66,23%,薄商い,227.98
2026-05-28,143595918,Pokemon,126,Arceus V Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,8400,2,116.40,116.40,125.98,87.82,8%,薄商い,125.98
2026-05-28,146160803,One Piece Card Game,,Don!! Card,Carrying On His Will,15000,781,64.99,65.00,198.98,143.55,206%,⚠️乖離大,198.98
2026-05-28,145580816,Pokemon,224,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,19500,93,144.70,144.70,251.98,181.55,74%,⚠️乖離大,251.98
2026-05-28,145951800,One Piece Card Game,006,Stussy,Starter Deck ST29-Egghead,17500,3,185.00,195.40,227.98,164.66,23%,薄商い,227.98
2026-05-28,143595918,Pokemon,126,Arceus V Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,8400,2,116.40,116.40,125.98,87.82,8%,薄商い,125.98
2026-05-28,146160803,One Piece Card Game,,Don!! Card,Carrying On His Will,15000,781,64.99,65.00,198.98,143.55,206%,⚠️乖離大,198.98
2026-05-28,145580816,Pokemon,224,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,19500,93,144.70,144.70,251.98,181.55,74%,⚠️乖離大,251.98
2026-05-28,145951800,One Piece Card Game,006,Stussy,Starter Deck ST29-Egghead,17500,3,185.00,195.40,227.98,164.66,23%,薄商い,227.98
2026-05-28,146614872,One Piece Card Game,037,More Pizza!!,Premium Card Collection -Best Selection VOL.4-,20000,1,74.99,,251.98,185.87,236%,薄商い,251.98
2026-05-28,142643217,Pokemon,202,Misdreavus Art,POKEMON JAPANESE M2A-MEGA DREAM EX,8400,15,69.99,68.00,125.98,87.86,80%,⚠️乖離大,125.98
2026-05-28,145951794,One Piece Card Game,001,Monkey D. Luffy,Starter Deck ST29-Egghead,29500,31,199.99,174.95,356.98,266.13,78%,⚠️乖離大,356.98
2026-05-29,146614872,One Piece Card Game,037,More Pizza!!,Premium Card Collection -Best Selection VOL.4-,19000,1,74.99,,245.98,177.57,228%,薄商い,245.98
2026-05-29,142643217,Pokemon,202,Misdreavus Art,POKEMON JAPANESE M2A-MEGA DREAM EX,8200,16,68.00,53.77,123.98,86.25,82%,⚠️乖離大,123.98
2026-05-29,146441085,Pokemon,205,Team Rocket's Mimikyu Art,POKEMON JAPANESE M2A-MEGA DREAM EX,10500,78,95.00,95.00,147.98,105.69,56%,⚠️乖離大,147.98
2026-05-29,147130983,One Piece Card Game,076,Divine Departure,Carrying On His Will,20500,16,199.99,199.99,257.98,190.25,29%,適正,257.98
2026-05-29,147130978,One Piece Card Game,061,Donquixote Rosinante,Legacy of the Master,17500,4,186.00,89.99,228.98,164.88,23%,薄商い,228.98
2026-05-29,146519705,Pokemon,074,Delibird Art,POKEMON JAPANESE M1S-MEGA SYMPHONIA,9700,12,95.00,80.00,141.98,98.93,49%,適正,141.98
2026-05-30,146614872,One Piece Card Game,037,More Pizza!!,Premium Card Collection -Best Selection VOL.4-,19000,1,74.99,,245.98,177.52,228%,薄商い,245.98
2026-05-30,142643217,Pokemon,202,Misdreavus Art,POKEMON JAPANESE M2A-MEGA DREAM EX,8200,15,53.81,49.99,123.98,86.22,130%,⚠️乖離大,123.98
2026-05-30,146441085,Pokemon,205,Team Rocket's Mimikyu Art,POKEMON JAPANESE M2A-MEGA DREAM EX,9900,78,97.49,99.00,144.98,100.60,49%,適正,144.98
2026-05-30,147130983,One Piece Card Game,076,Divine Departure,Carrying On His Will,19500,17,196.90,199.99,251.98,181.75,28%,適正,251.98
2026-05-30,147130978,One Piece Card Game,061,Donquixote Rosinante,Legacy of the Master,16500,4,173.00,89.99,216.98,156.39,25%,薄商い,216.98
2026-05-30,146519705,Pokemon,074,Delibird Art,POKEMON JAPANESE M1S-MEGA SYMPHONIA,9500,11,59.90,80.00,139.98,97.21,134%,⚠️乖離大,139.98
2026-05-31,146614872,One Piece Card Game,037,More Pizza!!,Premium Card Collection -Best Selection VOL.4-,19000,1,74.99,,245.98,177.44,228%,薄商い,245.98
2026-05-31,142643217,Pokemon,202,Misdreavus Art,POKEMON JAPANESE M2A-MEGA DREAM EX,8200,16,59.99,49.99,123.98,86.18,107%,⚠️乖離大,123.98
2026-05-31,147130983,One Piece Card Game,076,Divine Departure,Carrying On His Will,19500,17,199.99,196.90,251.98,181.66,26%,適正,251.98
2026-05-31,147130978,One Piece Card Game,061,Donquixote Rosinante,Legacy of the Master,16500,3,173.00,89.99,216.98,156.31,25%,薄商い,216.98
2026-05-31,146519705,Pokemon,074,Delibird Art,POKEMON JAPANESE M1S-MEGA SYMPHONIA,9500,10,80.00,80.00,139.98,97.17,75%,薄商い,139.98
2026-05-31,146614872,One Piece Card Game,037,More Pizza!!,Premium Card Collection -Best Selection VOL.4-,19000,1,74.99,,245.98,177.44,228%,薄商い,245.98
2026-05-31,142643217,Pokemon,202,Misdreavus Art,POKEMON JAPANESE M2A-MEGA DREAM EX,8200,16,59.99,49.99,123.98,86.18,107%,⚠️乖離大,123.98
2026-05-31,146441085,Pokemon,205,Team Rocket's Mimikyu Art,POKEMON JAPANESE M2A-MEGA DREAM EX,9900,81,89.99,92.00,144.98,100.55,61%,⚠️乖離大,144.98
2026-05-31,147130983,One Piece Card Game,076,Divine Departure,Carrying On His Will,19500,17,199.99,196.90,251.98,181.66,26%,適正,251.98
2026-05-31,147130978,One Piece Card Game,061,Donquixote Rosinante,Legacy of the Master,16500,3,173.00,89.99,216.98,156.31,25%,薄商い,216.98
2026-05-31,146519705,Pokemon,074,Delibird Art,POKEMON JAPANESE M1S-MEGA SYMPHONIA,9500,10,80.00,80.00,139.98,97.17,75%,薄商い,139.98
2026-05-31,146614872,One Piece Card Game,037,More Pizza!!,Premium Card Collection -Best Selection VOL.4-,19000,1,74.99,,245.98,177.44,228%,薄商い,245.98
2026-05-31,142643217,Pokemon,202,Misdreavus Art,POKEMON JAPANESE M2A-MEGA DREAM EX,8200,16,59.99,49.99,123.98,86.18,107%,⚠️乖離大,123.98
2026-05-31,146441085,Pokemon,205,Team Rocket's Mimikyu Art,POKEMON JAPANESE M2A-MEGA DREAM EX,9900,81,89.99,92.00,144.98,100.55,61%,⚠️乖離大,144.98
2026-05-31,147130983,One Piece Card Game,076,Divine Departure,Carrying On His Will,19500,17,199.99,196.90,251.98,181.66,26%,適正,251.98
2026-05-31,147130978,One Piece Card Game,061,Donquixote Rosinante,Legacy of the Master,16500,3,173.00,89.99,216.98,156.31,25%,薄商い,216.98
2026-05-31,146519705,Pokemon,074,Delibird Art,POKEMON JAPANESE M1S-MEGA SYMPHONIA,9500,10,80.00,80.00,139.98,97.17,75%,薄商い,139.98
2026-05-31,146614872,One Piece Card Game,037,More Pizza!!,Premium Card Collection -Best Selection VOL.4-,19000,1,74.99,,245.98,177.44,228%,薄商い,245.98
2026-05-31,142643217,Pokemon,202,Misdreavus Art,POKEMON JAPANESE M2A-MEGA DREAM EX,8200,16,59.99,49.99,123.98,86.18,107%,⚠️乖離大,123.98
2026-05-31,146441085,Pokemon,205,Team Rocket's Mimikyu Art,POKEMON JAPANESE M2A-MEGA DREAM EX,9900,33,100.00,100.00,144.98,100.55,45%,適正,144.98
2026-05-31,147130983,One Piece Card Game,076,Divine Departure,Carrying On His Will,19500,17,199.99,196.90,251.98,181.66,26%,適正,251.98
2026-05-31,147130978,One Piece Card Game,061,Donquixote Rosinante,Legacy of the Master,16500,3,173.00,89.99,216.98,156.31,25%,薄商い,216.98
2026-05-31,146519705,Pokemon,074,Delibird Art,POKEMON JAPANESE M1S-MEGA SYMPHONIA,9500,10,80.00,80.00,139.98,97.17,75%,薄商い,139.98
2026-05-31,146614872,One Piece Card Game,037,More Pizza!!,Premium Card Collection -Best Selection VOL.4-,19000,1,74.99,,245.98,177.44,228%,薄商い,245.98
2026-05-31,142643217,Pokemon,202,Misdreavus Art,POKEMON JAPANESE M2A-MEGA DREAM EX,8200,17,53.81,49.99,123.98,86.18,130%,⚠️乖離大,123.98
2026-05-31,146441085,Pokemon,205,Team Rocket's Mimikyu Art,POKEMON JAPANESE M2A-MEGA DREAM EX,9900,78,92.00,95.00,144.98,100.55,58%,⚠️乖離大,144.98
2026-05-31,147130983,One Piece Card Game,076,Divine Departure,Carrying On His Will,19500,17,199.99,196.90,251.98,181.66,26%,適正,251.98
2026-05-31,147130978,One Piece Card Game,061,Donquixote Rosinante,Legacy of the Master,16500,3,173.00,89.99,216.98,156.31,25%,薄商い,216.98
2026-05-31,146519705,Pokemon,074,Delibird Art,POKEMON JAPANESE M1S-MEGA SYMPHONIA,9500,10,80.00,80.00,139.98,97.17,75%,薄商い,139.98
2026-05-31,146614872,One Piece CCG,037,More Pizza!!,Premium Card Collection -Best Selection VOL.4-,19000,1,74.99,,245.98,177.44,228%,薄商い,245.98
2026-05-31,142643217,Pokemon,202,Misdreavus Art,POKEMON JAPANESE M2A-MEGA DREAM EX,8200,17,53.81,49.99,123.98,86.18,130%,⚠️乖離大,123.98
2026-05-31,147130983,One Piece CCG,076,Divine Departure,Carrying On His Will,19500,17,199.99,196.90,251.98,181.66,26%,適正,251.98
2026-05-31,147130978,One Piece CCG,061,Donquixote Rosinante,Legacy of the Master,16500,3,173.00,89.99,216.98,156.31,25%,薄商い,216.98
2026-05-31,146519705,Pokemon,074,Delibird Art,POKEMON JAPANESE M1S-MEGA SYMPHONIA,9500,10,80.00,80.00,139.98,97.17,75%,薄商い,139.98
2026-05-31,146614872,One Piece CCG,037,More Pizza!!,Premium Card Collection -Best Selection VOL.4-,19000,1,74.99,,245.98,177.44,228%,薄商い,245.98
2026-05-31,142643217,Pokemon,202,Misdreavus Art,POKEMON JAPANESE M2A-MEGA DREAM EX,8200,17,53.81,49.99,123.98,86.18,130%,⚠️乖離大,123.98
2026-05-31,146441085,Pokemon,205,Team Rocket's Mimikyu Art,POKEMON JAPANESE M2A-MEGA DREAM EX,9900,78,92.00,95.00,144.98,100.55,58%,⚠️乖離大,144.98
2026-05-31,147130983,One Piece CCG,076,Divine Departure,Carrying On His Will,19500,17,199.99,196.90,251.98,181.66,26%,適正,251.98
2026-05-31,147130978,One Piece CCG,061,Donquixote Rosinante,Legacy of the Master,16500,3,173.00,89.99,216.98,156.31,25%,薄商い,216.98
2026-05-31,146519705,Pokemon,074,Delibird Art,POKEMON JAPANESE M1S-MEGA SYMPHONIA,9500,10,80.00,80.00,139.98,97.17,75%,薄商い,139.98
2026-05-31,146614872,One Piece CCG,037,More Pizza!!,Premium Card Collection -Best Selection VOL.4-,19000,1,74.99,,245.98,177.44,228%,薄商い,245.98
2026-05-31,142643217,Pokemon,202,Misdreavus Art,POKEMON JAPANESE M2A-MEGA DREAM EX,8200,17,53.81,49.99,123.98,86.18,130%,⚠️乖離大,123.98
2026-05-31,146441085,Pokemon,205,Team Rocket's Mimikyu Art,POKEMON JAPANESE M2A-MEGA DREAM EX,9900,78,92.00,95.00,144.98,100.55,58%,⚠️乖離大,144.98
2026-05-31,147130983,One Piece CCG,076,Divine Departure,Carrying On His Will,19500,17,199.99,196.90,251.98,181.66,26%,適正,251.98
2026-05-31,147130978,One Piece CCG,061,Donquixote Rosinante,Legacy of the Master,16500,3,173.00,89.99,216.98,156.31,25%,薄商い,216.98
2026-05-31,146519705,Pokemon,074,Delibird Art,POKEMON JAPANESE M1S-MEGA SYMPHONIA,9500,10,80.00,80.00,139.98,97.17,75%,薄商い,139.98
2026-05-31,143815490,Pokemon,227,Mega Diancie Ex Mega Attack,POKEMON JAPANESE M2A-MEGA DREAM EX,8700,38,100.00,100.00,129.98,90.41,30%,適正,129.98
2026-05-31,146282830,One Piece CCG,018,Tashigi,Extra Booster -One Piece Heroines Edition-,15000,14,193.76,249.90,198.98,143.64,3%,適正,198.98
2026-05-31,142643222,Pokemon,197,Ethan's Magcargo Art,POKEMON JAPANESE M2A-MEGA DREAM EX,8800,10,60.00,55.00,130.98,91.25,118%,薄商い,130.98
2026-05-31,146303989,Pokemon,121,Iris's Fighting Spirit Super,POKEMON JAPANESE SV9-BATTLE PARTNERS,15500,16,77.60,77.60,204.98,147.87,164%,⚠️乖離大,204.98
2026-05-31,146282842,One Piece CCG,118,Silvers Rayleigh,Two Legends,18000,73,889.80,889.80,233.98,168.99,-74%,市場高,233.98
2026-05-31,146282830,One Piece CCG,018,Tashigi,Extra Booster -One Piece Heroines Edition-,15000,14,193.76,249.90,198.98,143.64,3%,適正,198.98
2026-05-31,142643222,Pokemon,197,Ethan's Magcargo Art,POKEMON JAPANESE M2A-MEGA DREAM EX,8800,10,60.00,55.00,130.98,91.25,118%,薄商い,130.98
2026-05-31,146303989,Pokemon,121,Iris's Fighting Spirit Super,POKEMON JAPANESE SV9-BATTLE PARTNERS,15500,16,77.60,77.60,204.98,147.87,164%,⚠️乖離大,204.98
2026-05-31,146282842,One Piece CCG,118,Silvers Rayleigh,Two Legends,18000,73,889.80,999.00,233.98,168.99,-74%,市場高,233.98
2026-05-31,146518156,Pokemon,231,Mega Scrafty Ex Mega Attack,POKEMON JAPANESE M2A-MEGA DREAM EX,8700,29,125.00,211.99,129.98,90.41,4%,適正,129.98
2026-05-31,146280449,Pokemon,076,Arctibax Art,POKEMON JAPANESE SV2P-SNOW HAZARD,9900,12,74.99,74.99,144.98,100.55,93%,⚠️乖離大,144.98
